Component_ID,Lot_ID,Iddq_uA_0h,Iddq_uA_24h,Iddq_uA_96h,Iddq_uA_168h,Leakage_nA_0h,Leakage_nA_24h,Leakage_nA_96h,Leakage_nA_168h,PropDelay_ns_0h,PropDelay_ns_24h,PropDelay_ns_96h,PropDelay_ns_168h,Ground_Truth
COMP_01969,LOT_09,10.642195884040062,10.734816162953697,10.811179904010567,11.792047528310125,493.78087931251605,487.0678743645791,504.18532737917127,510.4109413436453,3.4485183042093253,3.4205838753564173,3.4816796948558744,3.4785820602704174,Normal
COMP_01970,LOT_09,10.954603335393086,11.157472111565095,11.258387253128408,10.940157549056496,459.0625598289426,447.47449164677835,433.58086543654287,454.4230723567587,3.409797459905986,3.42546590374178,3.4709556670248207,3.5040051670757437,Normal
COMP_01971,LOT_09,11.118641781071247,11.411107451147599,11.656347803526918,12.343895724212134,413.46227347982017,431.3295140983663,457.095688173663,483.25151744968093,3.4078399627482416,3.4071115901501536,3.428138412505011,3.4715285751715537,Normal
COMP_01972,LOT_09,11.299719215044135,11.427732539032517,11.757804121903163,12.058709036233282,476.5862035612524,483.67948863248506,466.67549894100483,482.3314832550359,3.274085467779363,3.244483416056315,3.2561514536975937,3.293320258779694,Normal
COMP_01973,LOT_09,11.610174309954855,12.360817520229567,12.084217599050131,12.044639537244672,455.8902854060258,442.7005464879823,446.0035180805841,487.12244072777816,3.403163284605613,3.4987889958453673,3.5516772197312267,3.5748240403040024,Multivariate_Outlier
COMP_01974,LOT_09,11.864142773682824,11.56409643627233,13.364391733199813,13.750950437567653,469.3164383085971,466.6109414049327,509.50905294974774,569.7719315800102,3.3981291944212737,3.450935808048201,3.5599126382433894,3.6167336770419607,Drift_Anomaly
COMP_01975,LOT_09,12.046475937918176,11.056709019611402,11.445437654332714,11.475206376834363,450.43523623215384,463.10018793019145,450.80182381079,460.26067722991723,3.434861354829815,3.4790146966744344,3.4656708381945935,3.5141973503990336,Normal
COMP_01976,LOT_09,13.981879623105952,13.864693180990004,14.703513650727176,14.681829719483941,594.8813481971499,602.9353466698241,602.3135272939348,577.7637570284181,3.4538037149317806,11.759524683060604,13.607125218645997,24.437920232300677,Timing_Outlier
COMP_01977,LOT_09,11.483469048502762,10.984776332634175,10.990924155200263,11.543388085067763,438.44770787051766,425.9416567897944,440.74069793313765,438.88281170968224,3.5114128921602368,3.4927073816174814,3.5293303238821223,3.544985674757857,Normal
COMP_01978,LOT_09,11.345340547038345,12.415734905387867,10.768723361474574,11.37083252613001,461.52995211614996,483.4139379954914,466.21405144381185,485.6911053245707,3.355237543827815,3.386488360909384,3.4710413354362553,3.469105262883345,Normal
COMP_01979,LOT_09,12.191583574528451,12.770851668620748,12.770166359240404,12.206449880160582,461.13416041266777,468.2184322251686,445.73043929276093,485.6738091061926,3.4070114294782283,3.403162541216147,3.497403375787299,3.514622809369412,Normal
COMP_01980,LOT_09,11.160370147543023,10.0220236344474,11.732924722011957,11.79770230090764,460.8216273458886,484.9753938065324,475.8722982039867,486.5204724992313,3.4600426103419513,3.427837944673868,3.487195146945044,3.5144629802327914,Normal
COMP_01981,LOT_09,11.886108243667024,80.80475530645776,89.70724211545156,107.47583132404114,415.7642143029391,436.9760616067224,444.8008585938667,454.6640702012431,3.4268130170502786,3.4618092863606504,3.507101747433244,3.5642904426836077,Dynamic_Outlier
COMP_01982,LOT_09,11.511260241453977,11.523144119319603,11.717856632220217,12.373351424338464,452.6830065848022,448.9683246684439,483.8637922195002,455.07241800785124,3.3954847637765933,3.418991457111685,3.4404179903500105,3.5032295816074215,Normal
COMP_01983,LOT_09,10.686733426617403,11.261690136097274,10.497976969601853,11.263029371462938,466.5180013264505,427.278100574459,477.29491945814294,481.31496130179073,3.4082525355814224,3.410052394118786,3.462929403825721,3.5326739005890824,Normal
COMP_01984,LOT_09,10.794351092046828,24.50994534597247,11.349990766463481,10.627945261463084,480.7210025567425,986.1153491724658,484.52555214503053,473.7686535360218,3.3340038989649172,5.003151224315424,3.4516893260560955,3.443935903192755,Multivariate_Outlier
COMP_01985,LOT_09,10.850526632154743,10.824183445390695,10.603958509462823,11.66168340722158,496.0585518421528,510.3279218287961,494.2736132908259,511.3324280286607,3.388161581604027,3.448020407176741,3.4951053423822662,3.4514076810334706,Normal
COMP_01986,LOT_09,11.358784681217738,11.140482131400162,12.7047066338376,14.034123821038587,462.6226428265914,457.8334632666336,479.5582661023585,555.28733013048,3.422450572263598,10.995970487148611,15.640277240020847,22.210262172187736,Timing_Outlier
COMP_01987,LOT_09,10.777792399167222,24.81744712646169,11.10050460049059,11.385641523063422,331.68483282143467,986.2970672407826,357.4177854930495,348.72173510506934,3.4539359399353318,5.009351873310604,3.530724658170182,3.5385945750260297,Multivariate_Outlier
COMP_01988,LOT_09,10.747320422733454,11.300458873623592,10.92421934845245,11.446166083848329,472.6842652761449,466.9611391549155,480.4570673742878,499.28017749526913,3.4478770772128837,3.4156593493262246,3.494452442470725,3.517741311185033,Normal
COMP_01989,LOT_09,10.577401049725427,10.46904310644121,10.267023132630023,10.438289955368392,451.4219841272167,1923.421941357295,3476.087926699659,6606.829175532894,3.531604649818926,3.5394609612984955,3.6031797392048635,3.630113024683487,Leakage_Only_Outlier
COMP_01990,LOT_09,11.27470992439713,11.504837554743691,10.82143851282652,11.754663863492544,475.530814705332,1183.047161943133,4376.425452486204,8858.982129651611,3.4154350208155346,3.4463306626289154,3.4834819231551153,3.456806877196431,Leakage_Only_Outlier
COMP_01991,LOT_09,10.731629112411927,10.714591088412666,11.03748368477043,10.894507622728776,476.8440013877594,462.93757573334204,498.0619237271616,493.6328502519711,3.366206834030125,3.3915860571043552,3.4856156314101323,3.5346723509482003,Normal
COMP_01992,LOT_09,11.992766621985087,70.09370069564687,95.85917686967827,138.49889464519464,483.5073976816311,470.7131782168984,479.5874046220165,466.6873888500195,3.4803647203611403,3.484629479763444,3.565564278799389,3.5912130440906225,Dynamic_Outlier
COMP_01993,LOT_09,11.855814245436317,11.682250313252428,12.172931210184041,12.779205756762892,465.27080592637714,450.2809790492388,442.78445172931976,469.9907083088506,3.425264753289517,3.4761511925093656,3.5046202144754144,3.5315223057948404,Normal
COMP_01994,LOT_09,13.373988203644656,13.750199765667245,13.938807307622557,14.237513699563186,608.837938576312,614.1082343772395,599.0982945579874,617.0494903346494,3.474206201163644,3.512194108069207,3.5327270591608104,3.5416541874861625,Dynamic_Outlier
COMP_01995,LOT_09,11.023203875283823,11.36855106288724,11.729778715503981,11.196145665921955,506.79344471763,504.3379677349299,503.7822734505868,518.9838743108606,3.4247832646431458,3.454938847349663,3.4664077892574077,3.5000224802527518,Normal
COMP_01996,LOT_09,11.332147111693299,11.809254185310662,11.930908903777716,11.709711789644787,467.155741536237,471.4405322668963,469.4841042331325,490.5919867562108,3.4144131399313298,3.4056712086983674,3.4302887676782667,3.511019481630347,Normal
COMP_01997,LOT_09,11.175362736662443,24.54714312603289,11.30636349706784,11.821566307787643,442.44487656920734,985.6544555124168,454.1622619383296,449.9448078962335,3.4335229389632715,4.589817050075358,3.5362548643319367,3.5425880930297735,Multivariate_Outlier
COMP_01998,LOT_09,11.670442013665062,11.707969637101453,11.994816673255803,12.685459883554389,465.00969044041244,472.8922741078545,454.6230152824464,501.0983555653928,3.45793567010739,3.4266407267752617,3.491451115817838,3.4763707159618003,Normal
COMP_01999,LOT_09,10.410165185606829,11.43684561519723,11.67738061142091,11.175721974500075,457.4362040792679,458.7259661071509,470.5203122792216,489.75982594619404,3.4477422387745125,3.446790226360247,3.4097550231616736,3.5068856398429396,Normal
COMP_02000,LOT_09,10.882601605105334,11.578441160844298,13.14371215802579,14.545615255134184,439.3991953238759,458.241925325283,506.8326914273209,578.0975543054276,3.356314413557176,3.357548375331649,3.501193473769252,3.6433971986083122,Drift_Anomaly
COMP_02001,LOT_09,11.206334810716283,10.769073417125897,11.501721896084181,11.858441357606834,463.1992660492986,467.64993703799314,458.39288439757144,466.796184120131,3.444681493650439,3.5343819457830965,3.524691439697702,3.53692377926824,Normal
COMP_02002,LOT_09,11.02454004613991,10.81776832247838,11.097686140158897,10.929723446220178,467.9480740836669,481.6513033156442,508.6032156575468,477.26919369966436,3.326136125831295,3.4166764393357374,3.448577039435542,3.502558990463522,Normal
COMP_02003,LOT_09,11.055683869918033,11.125728734218448,10.866345377051303,11.289655422071707,338.1403039689754,375.3791273302693,353.8787552928125,365.58909519573035,3.4068879969439454,3.38161065503173,3.4313130478823846,3.471437484982185,Leakage_Only_Outlier
COMP_02004,LOT_09,11.037697683120138,10.799104782997526,11.110926639508463,11.049158518107575,466.0423858318354,493.8982372284548,486.8010683803924,476.8127636325619,3.41077354772565,3.396287269958317,3.4751448679891257,3.4423001862600415,Normal
COMP_02005,LOT_09,11.068060148827225,11.596161893732457,11.517605110284153,11.244338185670676,452.47197512542834,432.1052526757287,437.80396585656746,473.9677797562067,3.370582991669737,3.409590340178105,3.4825576625657826,3.5254449458892836,Normal
COMP_02006,LOT_09,11.530336351263125,12.071766947426427,10.936055374508145,11.438435496249657,489.65092038846234,481.8149726241184,496.68162873390435,483.8238564219277,3.38599058597428,10.338736958540974,14.22243593177597,24.14104843779257,Timing_Outlier
COMP_02007,LOT_09,11.909194836117079,12.186858885119612,12.72862268918599,12.436684435603894,458.8347449590591,1234.9688316864008,2592.228847446084,6069.515202744413,3.436732759406855,3.4442978266139574,3.4550228784545354,3.50866416352811,Leakage_Only_Outlier
COMP_02008,LOT_09,11.208429106403253,11.516081848267,11.82564150234346,11.168871439738735,466.17560389851036,453.2401792207395,475.84499190594556,457.3328620363779,3.317830663848332,3.306872672911505,3.2939821182946347,3.359799989354245,Normal
COMP_02009,LOT_09,11.994008653145917,11.93003763355429,12.637803322489555,12.274772228119431,463.3924766259832,426.64245912574586,451.87191797621654,467.3016247070478,3.405577450306042,3.45035761091849,3.4850111399512107,3.4900303651703446,Normal
COMP_02010,LOT_09,10.77255416126893,24.689614435365076,11.37497746716869,11.356556302334699,408.9589383058605,983.0193743530901,419.2283781195162,452.20616495415385,3.358469901930568,4.98046818070514,3.4398771007106466,3.4178444190757284,Multivariate_Outlier
COMP_02011,LOT_10,12.497219985539463,12.5757628841436,12.270965851268526,12.919944299992915,464.10361627859004,457.26967225014135,504.884502727406,494.8983045923444,3.3947726869664923,10.129770091718472,13.266268215276924,21.975087126490294,Timing_Outlier
COMP_02012,LOT_10,12.596169873880026,12.513157466040264,12.740158800854516,12.936653771838404,503.1321848288862,519.3425113438836,529.0899395574259,536.3269701293316,3.3930409111565787,3.4108917767247684,3.4664992231632508,3.442021905702953,Normal
COMP_02013,LOT_10,12.254820075362586,11.77589257378427,12.54050014541925,13.09649213046754,468.69064785941447,482.33449564287,486.9762752503513,502.0695639816255,3.3421453987399823,3.391319110130268,3.462642677113088,3.4957606295275796,Normal
COMP_02014,LOT_10,11.553398250040178,10.44864584726112,12.148855400740056,10.875732796185378,519.8945614323054,518.1486305265371,518.9688953887371,525.8690961291279,3.3716248842770584,3.38488322321092,3.357107174574664,3.3957777642019686,Normal
COMP_02015,LOT_10,12.282147341974714,12.730187437928711,12.42415726000797,13.208770258179944,487.35697852243084,491.4848684893101,502.6474997588409,508.74069119057873,3.511626149635924,3.4599493333540785,3.474606976972189,3.5235666839893858,Normal
COMP_02016,LOT_10,11.822800451244234,11.501536357223046,11.845405768086486,11.818829193441903,497.18605155600926,486.9322169677192,487.7644296622691,477.88183732226696,3.4981586704417915,3.522725248572003,3.5181341377654727,3.57524810788806,Normal
COMP_02017,LOT_10,11.506465958445267,11.30302189428592,11.727902074679873,11.705073007558047,461.9058299689534,497.02043185015606,495.5291250130913,514.302814269957,3.309358055963869,3.342097099764279,3.379132518767777,3.4074137609943365,Normal
COMP_02018,LOT_10,11.952737957670912,12.012174580547114,11.8123430189498,12.788596470221806,470.88468487355794,482.8217022430349,461.55481016277463,485.0434626869006,3.369118364521605,3.387640988325285,3.448976269659361,3.438197277080027,Normal
COMP_02019,LOT_10,11.684448470983623,11.581572956816204,12.405232873768696,12.251976571891117,462.5014727800144,2025.0210158327423,4769.802792397356,5806.924752285287,3.377697883718392,3.3887173934118118,3.418633040861834,3.491859016572492,Leakage_Only_Outlier
COMP_02020,LOT_10,11.41608152109555,12.849509748824536,11.992113811521639,12.083440498694339,496.38979709778295,496.4105120848089,498.66471032280845,487.85654997416543,3.485614409230336,3.490995817808017,3.445822906168916,3.51676048021843,Normal
COMP_02021,LOT_10,11.847366811017748,11.900629298298863,11.955206586506927,11.93175580492537,508.04514496051564,481.41352559009096,500.12506677682313,514.6658392153487,3.358868483968571,8.295762149442254,13.269252292628265,20.352854454891,Timing_Outlier
COMP_02022,LOT_10,12.008742423391514,12.708779258428946,14.075561485836761,13.950488523247532,499.84111965353776,2042.5276379964034,3913.609482670495,8327.475598091638,3.4213807682357826,3.400331395522772,3.4582500528006945,3.502432747285735,Leakage_Only_Outlier
COMP_02023,LOT_10,11.685652842089901,74.83000421504104,97.8760619037562,118.24945080245399,458.06449116364104,484.42403951312525,503.9577146570896,485.0892700997159,3.3929425918533584,3.406014920814601,3.4375169586666345,3.4400010023088723,Dynamic_Outlier
COMP_02024,LOT_10,12.541387181485256,87.52349051499834,95.92144415431834,100.98543462651622,437.97094722466557,490.34375683128115,441.03482196015386,493.42410679600704,3.462468351822941,3.457792219180932,3.451676201316267,3.524126395163071,Dynamic_Outlier
COMP_02025,LOT_10,11.211301349112249,12.283512425706077,13.409747832279761,14.413253924861463,488.9715393534533,499.28165909379845,547.4325183803595,587.8324714980001,3.4758529445266944,3.495362883136187,3.5133697384699754,3.7114551481285383,Drift_Anomaly
COMP_02026,LOT_10,11.569270511865573,11.883511022741958,11.499095114877894,12.806802693512228,489.0012553447968,480.7171890495073,478.9250990713939,518.1763218000717,3.334213040981885,3.4184744208769455,3.4138508822463884,3.4492054833714514,Normal
COMP_02027,LOT_10,12.896297286202973,24.832260348014145,11.938370681909237,12.03248096751886,500.9746650202925,984.4831569280179,485.7971622094994,504.1325744088248,3.456037510338678,4.8092669472747245,3.4957676682483125,3.5319098802130373,Multivariate_Outlier
COMP_02028,LOT_10,12.1435449283943,12.100474703803325,12.140632336497603,12.645620646951453,491.8949928291559,495.71228639671375,480.914141170894,507.74476311157537,3.3988614070005365,3.4230835404559303,3.392098140949899,3.4369986222228213,Normal
COMP_02029,LOT_10,11.950038306955706,12.375307068790153,12.200388772075407,11.739663831351088,476.32692924561655,473.4498819585043,482.6079351744351,485.6627399992263,3.3608059959121515,3.431211817050212,3.4372048046808996,3.454651944464518,Normal
COMP_02030,LOT_10,11.718304194341849,12.252107973391338,11.747581693052238,12.087585779825922,494.21390361477484,491.65859269146125,487.4021698702877,494.2839944842114,3.334356455880186,3.382493196547526,3.4350282455831365,3.438469202846066,Normal
COMP_02031,LOT_10,12.778087472602234,12.123954516461156,12.772929200262205,12.442917995820352,469.52224109088553,475.1108308120679,477.87397280803106,497.6383067898397,3.3781425284668876,3.3794558525855454,3.428278491331257,3.4705077834807625,Normal
COMP_02032,LOT_10,11.519797447851097,12.085737745027593,11.965105380669229,11.924742354611638,466.39596700903195,466.1939000708488,453.8549763642216,482.79733444719795,3.449743934316625,8.725072169062274,12.564610043886114,23.75752610397371,Timing_Outlier
COMP_02033,LOT_10,12.0176371392769,88.69986825346585,97.91546599611853,98.34571132536031,494.81229636842966,491.4366500692949,482.4744520821387,521.6497047671697,3.370849595588202,3.386092481006473,3.414279641723827,3.470668666295848,Dynamic_Outlier
COMP_02034,LOT_10,12.140854863995491,12.307016124181866,12.597762382417017,13.5205951697068,506.76641142977513,516.1899006941761,506.5994318777407,536.1493864840927,3.3371474210455565,3.3751863979183274,3.417136700885306,3.49768668132337,Normal
COMP_02035,LOT_10,12.168394797967476,12.071931717481752,11.559246480158823,11.916317886029088,481.8408157218325,437.49065808590916,458.66109820771777,449.94350058022593,3.409327169714059,3.4172360229852234,3.4441473150342574,3.5238093291047097,Normal
COMP_02036,LOT_10,11.929166811025988,12.225120314496396,12.240707080487145,13.222799916905617,479.74500401072544,484.7428845401264,496.5775675670133,476.03775651945887,3.496991875821278,3.496040989098634,3.5289299052955756,3.5618713791748364,Normal
COMP_02037,LOT_10,12.75399863900296,12.843765058881484,12.067361186302058,12.530816345088462,498.82846435891196,523.2308034136696,509.3411399157457,531.4463255677977,3.4590867996239187,3.4387405279519796,3.5077070412774978,3.4715480310946902,Normal
COMP_02038,LOT_10,11.419216491718117,11.71609220597757,11.814631961413037,11.336711948036468,458.88746207270543,472.37494255127916,452.7926498583666,494.7283163940582,3.3879472912445574,3.3515862559751732,3.387866752469262,3.430445233089369,Normal
COMP_02039,LOT_10,11.558522952092217,12.55429381604758,12.339031122094637,12.18107655035543,452.66782480840834,489.41931443882373,489.6453258937676,490.5638132025082,3.4051450588937953,3.416989695609153,3.4690424277012517,3.469078068865366,Normal
COMP_02040,LOT_10,12.09137873534062,12.646204658039128,11.573909958695237,12.56782350030281,483.86940884617457,499.9297172809,494.78155529744504,450.18526089329526,3.418927595479311,3.3839816279046877,3.4382932169583595,3.5029037747250964,Normal
COMP_02041,LOT_10,12.663616285663045,12.197181838083766,11.667344535143693,12.779647668966565,442.16223660172005,468.81607992083417,466.87267201943524,449.30258744591487,3.3791304805271274,3.412125402057294,3.4524331326551647,3.5196512180496664,Normal
COMP_02042,LOT_10,12.661150779328135,12.384488059656,12.33272376312731,11.931192945286366,446.6092622939795,445.12330135825886,446.183731786079,467.98554823604996,3.401767372125545,3.3609685517827232,3.3827674595655797,3.374586917744739,Normal
COMP_02043,LOT_10,11.900554091489756,12.878241531669321,14.299691452755967,14.796300216753599,496.11772404390524,489.5530314674806,544.6548618672031,578.8198756812275,3.2976683522520145,3.273787989718128,3.3733740872748457,3.580098804814549,Drift_Anomaly
COMP_02044,LOT_10,12.346148010343772,11.655371893862215,12.18294522810682,12.58893906583361,480.75275847015376,492.4037167869108,494.3803074206024,505.2834059105576,3.3185392800994142,3.359177250619731,3.3734892973117594,3.4255223691848506,Normal
COMP_02045,LOT_10,12.799250278418869,13.173372231085041,12.977590454465128,12.826382102803452,517.5032010691266,1931.3734257023098,3344.293439177023,6392.738404119917,3.4722414861244943,3.498955593605963,3.551666150189946,3.5824274387508703,Leakage_Only_Outlier
COMP_02046,LOT_10,11.191054060928831,69.05778122345075,88.07530312755823,136.05422274625747,502.2265628802655,519.456892689753,510.7364602594386,534.8693266300899,3.3632495619472906,3.393874534403814,3.352800032826556,3.446951868661392,Dynamic_Outlier
COMP_02047,LOT_10,12.468003757952909,12.392203122403629,12.942140300755606,12.61451072087548,483.95288822869253,505.08129655158825,490.6328002325215,511.5812890969339,3.3832573621670594,3.4330448760602486,3.476940574411093,3.515309499815688,Normal
COMP_02048,LOT_10,10.836842062516212,11.593606197322012,12.407425663784085,11.349441684058588,480.5015872788035,485.11307994018426,515.4732998050633,500.30814490912576,3.460215043813246,3.454895718803907,3.5109719905221777,3.535182709452713,Normal
COMP_02049,LOT_10,11.518563643465889,12.139082452871014,12.834675428229316,15.71383168629628,453.6848234041784,466.83474183476244,504.59004636714724,634.7604511376317,3.3636475653257145,3.419371379202921,3.4787643571636546,3.6204689043833134,Drift_Anomaly
COMP_02050,LOT_10,12.489752035092843,12.724043254170143,12.762767740912667,12.948911709515421,487.6443917371274,479.5487061135362,475.55176213516665,507.29651046057415,3.3719760085936414,3.3704774903186476,3.456031660345204,3.479320202832538,Normal
COMP_02051,LOT_10,11.837199478888552,12.469498240475948,13.746409428010494,14.140113536273756,485.4433711372952,503.738494215638,531.9506684491425,580.3540764364077,3.4936055116322744,3.484520551739498,3.6627984410380523,3.7210307787238053,Drift_Anomaly
COMP_02052,LOT_10,12.461571230453853,12.848229024029273,12.397794468323672,13.247860097931419,477.1103721603792,481.939578788076,463.02041367637753,493.13343489985004,3.417835546073981,3.400664437443973,3.448647535177871,3.478058752861859,Normal
COMP_02053,LOT_10,12.315058827225895,12.282836767489181,13.62842791612953,15.222060967137956,496.4847275357938,528.002891447669,551.8818661828021,600.1611610386606,3.4231269137431357,3.424210628835231,3.579234334537928,3.6805129786781228,Drift_Anomaly
COMP_02054,LOT_10,12.255842742630689,12.302078630868248,12.058121441352071,12.166859709160072,447.99391006491265,464.28902923141965,484.08483556441956,473.63607756369424,3.4319008236296296,3.436665759106324,3.496374010203446,3.5135828499285267,Normal
COMP_02055,LOT_10,12.20897534598577,12.546009608653064,12.298111053274384,13.090092752791088,452.60389602030403,475.45904960556464,460.97806435219843,10.0,3.37953080726545,3.3609179610491267,3.3874954743935963,3.423061100604751,Sensor_Glitch
COMP_02056,LOT_10,11.253280735010561,12.288998399803122,13.861451936085535,15.552892322673921,473.7217273754004,500.0346307107776,518.9671168015151,601.9070415466128,3.404444387351485,3.4381244393996924,3.5567218480428893,3.6978977587830677,Drift_Anomaly
COMP_02057,LOT_10,12.686176157040924,11.857980097482617,12.798907800875334,12.210628209964804,499.0064743967208,10.0,477.57232622096683,507.39947924030656,3.481588937616634,3.4499958649457056,3.47978289008328,3.488501666848947,Sensor_Glitch
COMP_02058,LOT_10,11.893046981899841,12.289622713449875,12.130643535184713,13.112220211963297,479.3857694657842,499.03100625108874,473.26857300240016,502.874643698958,3.2642140754608793,3.2795336212771797,3.3356210863031954,3.351278583474343,Normal
COMP_02059,LOT_10,12.085105293504224,12.281638922196336,11.867935851093534,12.12355792514025,476.3120976478814,458.5302624868293,469.8565086372426,488.04271061608387,3.4538745582872585,3.4745966481481916,3.4921351665204137,3.522174682614561,Normal
COMP_02060,LOT_10,11.410887951834397,11.350889149678896,12.388993444547635,12.2544423342246,480.9677192994983,469.32603026930104,484.77141205518524,488.270491596444,3.438194249253103,3.4312648005673916,3.527789781248267,3.5064827448569984,Normal
COMP_02061,LOT_10,13.168383656502867,13.12458020550911,13.149104838248398,13.109111273947315,483.6757243154674,495.7727632556357,471.89843672548733,508.75397804760036,3.3783253868769805,3.410597364396722,3.479206213197558,3.501734506000115,Normal
COMP_02062,LOT_10,11.97202323930993,11.927866221552941,12.324524728292689,12.600860380672913,501.52485467659875,495.55589823882156,503.8530643443622,509.47376157073,3.3494836724971218,3.372143085283214,3.409141012301383,3.496653972373413,Normal
COMP_02063,LOT_10,12.008342501390736,12.1713844064738,12.323015252310691,12.251302798521708,468.5944055341284,478.73603531825904,487.2324844502214,460.0084388313222,3.3951232613667632,3.421830584031808,3.45499020752141,3.4284859970544574,Normal
COMP_02064,LOT_10,11.272952519489552,10.775063479976808,11.996578015801658,11.930215092325529,511.71243820621186,516.4355382251152,509.8345139822259,507.9763051385575,3.4427077422735572,3.439505094615208,3.4620806887405444,3.5327543075755035,Normal
COMP_02065,LOT_10,12.56554362688545,11.78164732317009,12.623662456290996,13.345174367739155,472.43908978726387,468.46055353878216,459.6330467764436,500.64239453240276,3.3653915507757537,3.3724994548828935,3.481869301279024,3.494532400936742,Normal
COMP_02066,LOT_10,12.414396522344525,12.091820646820661,12.408303662558763,12.979760345881997,465.0663151402949,492.51913755586344,510.60372788865993,482.19040045718185,3.3317611130996676,3.354166013920683,3.3832696676641674,3.445120086187744,Normal
COMP_02067,LOT_10,12.16400633057275,11.685442127870779,12.083096707440642,12.637987951130699,468.11400231426717,472.8111957247233,484.92049185824897,470.1023656322716,3.3884211611176664,3.399528844019917,3.4368247690472296,3.4396103677086707,Normal
COMP_02068,LOT_10,12.789728587034366,12.795191139226963,12.554607935707626,13.106286837993796,491.5736132197942,461.9913200546252,495.6684639802849,482.28157266458703,3.490532816753283,3.474067492193565,3.5093012486103192,3.510284298761394,Normal
COMP_02069,LOT_10,12.256142191884456,12.461181292370883,12.165376178963836,12.316288870985208,511.7679369947801,532.1034915654328,480.0040114413356,491.17549492418556,3.4259010149050004,3.4019280604369304,3.497560393854391,3.5099435079404953,Normal
COMP_02070,LOT_10,11.88094898954715,24.667103418970118,12.164302754390176,11.856278497141695,502.05290077565957,998.7576485954728,517.1281942339433,492.95471570371046,3.4241956553989636,5.0940789137991445,3.401595660262855,3.483317515062581,Multivariate_Outlier
COMP_02071,LOT_10,12.14131882862633,12.759956091774136,12.75959287336668,12.581523904456033,476.0878154401261,475.1225594842134,460.20642740092853,484.3766067770947,3.3561963197970255,3.3256448763208146,3.347691817908976,3.387864010272806,Normal
COMP_02072,LOT_10,11.760685951045328,11.724120789172447,11.516803195671166,12.091625001379649,476.23733117634526,471.74142545137124,473.14111148139955,476.87068487469594,3.447434975039084,3.4203489189597733,3.4758892812113293,3.5438472273955814,Normal
COMP_02073,LOT_10,11.91007447302601,11.958680203304885,11.654315476407593,12.244784350829256,481.5662125051081,466.61344146821517,475.41347565320757,466.9640448080974,3.4076170094819545,10.975033903660387,16.28268633786622,20.176105394537938,Timing_Outlier
COMP_02074,LOT_10,11.64777908124568,11.79642020888239,12.03953121903404,12.203383793031763,443.56720981746855,446.9542107504907,462.12450578053046,448.26112798833367,3.3407623155089725,3.393913474354365,3.428905911330904,3.508452244067161,Normal
COMP_02075,LOT_10,11.378366976179505,11.915097921557551,12.671311504962814,12.757113618631896,456.3959086025939,470.98115044489293,475.2314969635829,492.04444530288856,3.359329554413625,3.362657933576971,3.4038188395628826,3.409635333868855,Normal
COMP_02076,LOT_10,11.715167731420987,12.083095845265232,12.066499436350375,12.511363349407805,571.4655118503701,1316.5233292548373,4997.190643076706,8440.124212864717,3.376765606455184,3.418087666239639,3.4020101845520805,3.493301780626998,Leakage_Only_Outlier
COMP_02077,LOT_10,12.94256483244674,13.553627784489843,13.246279855181257,14.083468278241998,465.3686972927661,472.25864470065727,461.17132639297574,481.5491643681487,3.482442549255535,3.5477595990088635,3.5738418301141346,3.6355474166493282,Multivariate_Outlier
COMP_02078,LOT_10,11.397720670909138,12.06720623648464,11.869722211028613,12.28057990842206,469.7420480079527,507.2741401977943,479.2187473802188,467.2233422657488,3.4732029950582857,3.431646699728615,3.495972035865322,3.477694911760234,Normal
COMP_02079,LOT_10,12.038978522349806,12.227489270432294,12.450726613289646,12.280908907310458,483.52392534491145,489.84498841251934,485.57742950747445,494.94526037719766,3.382214354874801,3.4342860636015113,3.444248848031255,3.4580113000376276,Normal
COMP_02080,LOT_10,10.991262726323932,12.315803484862629,11.57554484269269,11.633169918466509,495.3425346430789,486.5702595714245,520.0399639668017,497.4651152022764,3.335639387843369,3.368328501737114,3.3700499004714097,3.4119808110364325,Normal
COMP_02081,LOT_10,10.979942122501829,12.394620661486464,11.92458479629805,12.939237881842214,476.2212456042943,481.9500484163552,456.475910253273,477.9540391123848,3.379504141556794,3.360987786248834,3.441483298399602,3.427911063125422,Normal
COMP_02082,LOT_10,11.728615897587565,11.356345772657402,11.675443780972847,12.480971624829891,443.13314555112606,465.6459487079042,479.7745505679828,477.98350869295484,3.335639508080111,3.3275676345244336,3.3500363023377315,3.356836671051068,Normal
COMP_02083,LOT_10,12.353819573836809,12.217047785362348,12.125386182859263,12.301746623581506,448.6997494711567,491.22357960015336,490.388628989774,501.49826138091635,3.261321723852468,3.2642545369567264,3.3040798368514195,3.320503529297466,Normal
COMP_02084,LOT_10,11.62333944967283,12.82452773259303,11.816420385548385,12.288474148461635,509.16190498430296,501.8780129326029,534.8861123610757,524.8472394799868,3.3792446033514354,3.393297169713277,3.4005207788022376,3.4163350031471027,Normal
COMP_02085,LOT_10,11.749249301099487,11.082066520548558,12.313903541149513,11.51176629589365,462.39501962075246,506.4342864183876,495.96031433574643,472.88412967816083,3.3748541856180543,3.3837303243069297,3.365338517521063,3.4540007502479995,Normal
COMP_02086,LOT_10,12.128278796862729,85.80185141909571,93.32472925826006,148.64313171314413,476.7226560782235,496.2855439052098,489.13552130042723,500.24859813219774,3.416903122234458,3.445989085848314,3.4982320104600775,3.522868170638701,Dynamic_Outlier
